USER,COURSE_ID,SCORE
626962,PA0101EN,42.0
626962,GPXX0D14EN,48.0
626962,GPXX0KHHEN,42.0
626962,GPXX04P5EN,42.0
626962,excourse21,57.0
626962,excourse22,57.0
627202,RP0105EN,42.0
627273,RP0105EN,51.0
627273,TMP0105EN,51.0
627273,BD0143EN,42.0
627273,BD0141EN,42.0
627273,BD0121EN,42.0
627273,DB0151EN,42.0
627273,BD0101EN,42.0
627273,GPXX0M6UEN,42.0
627273,GPXX097UEN,42.0
627273,excourse03,42.0
627273,excourse05,42.0
627273,excourse10,42.0
627273,excourse31,42.0
627273,excourse42,42.0
627273,excourse70,42.0
627273,excourse71,42.0
627273,excourse72,51.0
627273,excourse73,51.0
627300,ML0122EN,42.0
627300,GPXX0IBEN,45.0
627300,excourse21,42.0
627300,excourse22,42.0
627304,ML0122EN,48.0
627304,GPXX0IBEN,42.0
627304,ML0101EN,48.0
627304,excourse21,48.0
627304,excourse22,48.0
628026,RP0105EN,54.0
628026,TMP0105EN,48.0
628026,GPXX0IBEN,45.0
628026,excourse72,48.0
628026,excourse73,48.0
628232,RP0105EN,57.0
628232,CC0271EN,45.0
628232,TMP0105EN,57.0
628232,BD0212EN,57.0
628232,SC0103EN,57.0
628232,GPXX0LLEEN,45.0
628232,DB0151EN,54.0
628232,GPXX0M6UEN,54.0
628232,GPXX097UEN,54.0
628232,GPXX0TY1EN,48.0
628232,GPXX0T3CEN,45.0
628232,excourse03,54.0
628232,excourse05,54.0
628232,excourse10,54.0
628232,excourse31,72.0
628232,excourse42,54.0
628232,excourse70,54.0
628232,excourse71,54.0
628232,excourse72,57.0
628232,excourse73,57.0
628269,RP0105EN,69.0
628269,BD0145EN,57.0
628269,DE0205EN,45.0
628269,TMP0105EN,66.0
628269,BD0212EN,66.0
628269,SC0103EN,66.0
628269,BD0143EN,57.0
628269,BD0121EN,57.0
628269,DJ0101EN,42.0
628269,GPXX0M6UEN,57.0
628269,GPXX097UEN,57.0
628269,GPXX0TY1EN,45.0
628269,BD0123EN,45.0
628269,GPXX0G31EN,45.0
628269,excourse02,42.0
628269,excourse03,57.0
628269,excourse05,57.0
628269,excourse10,57.0
628269,excourse31,60.0
628269,excourse42,57.0
628269,excourse70,57.0
628269,excourse71,57.0
628269,excourse72,66.0
628269,excourse73,66.0
628411,excourse43,42.0
628411,excourse44,42.0
628536,TMP0105EN,48.0
628536,SC0103EN,48.0
628536,BD0133EN,42.0
628536,excourse72,48.0
628536,excourse73,48.0
628536,excourse75,42.0
628821,TMP0105EN,45.0
628821,BD0212EN,45.0
628821,GPXX0IBEN,45.0
628821,SC0103EN,45.0
628821,BD0211EN,45.0
628821,excourse72,45.0
628821,excourse73,45.0
629595,RP0105EN,57.0
629595,TMP0105EN,57.0
629595,BD0212EN,57.0
629595,SC0103EN,57.0
629595,BD0143EN,57.0
629595,BD0211EN,57.0
629595,GPXX0M6UEN,57.0
629595,GPXX097UEN,57.0
629595,excourse03,57.0
629595,excourse05,57.0
629595,excourse10,57.0
629595,excourse31,57.0
629595,excourse42,57.0
629595,excourse70,57.0
629595,excourse71,57.0
629595,excourse72,57.0
629595,excourse73,57.0
629869,BD0145EN,48.0
629869,TMP0105EN,66.0
629869,BD0143EN,48.0
629869,BD0223EN,42.0
629869,BD0121EN,48.0
629869,BD0131EN,48.0
629869,BD0115EN,48.0
629869,DJ0101EN,42.0
629869,DB0151EN,48.0
629869,GPXX0M6UEN,48.0
629869,GPXX097UEN,48.0
629869,GPXX0TY1EN,42.0
629869,excourse02,42.0
629869,excourse03,48.0
629869,excourse05,48.0
629869,excourse10,48.0
629869,excourse31,48.0
629869,excourse42,48.0
629869,excourse70,48.0
629869,excourse71,48.0
629869,excourse72,66.0
629869,excourse73,66.0
630065,RP0105EN,57.0
630065,BD0145EN,45.0
630065,TMP0105EN,54.0
630065,BD0212EN,54.0
630065,SC0103EN,54.0
630065,BD0143EN,45.0
630065,BD0131EN,45.0
630065,BD0115EN,45.0
630065,GPXX0M6UEN,45.0
630065,GPXX097UEN,45.0
630065,excourse03,45.0
630065,excourse05,45.0
630065,excourse10,45.0
630065,excourse31,48.0
630065,excourse42,45.0
630065,excourse70,45.0
630065,excourse71,45.0
630065,excourse72,54.0
630065,excourse73,54.0
630205,BD0145EN,48.0
630205,TMP0105EN,60.0
630205,SC0103EN,60.0
630205,BD0143EN,48.0
630205,BD0121EN,48.0
630205,DB0151EN,48.0
630205,BD0101EN,48.0
630205,GPXX0M6UEN,48.0
630205,GPXX097UEN,48.0
630205,excourse03,48.0
630205,excourse05,48.0
630205,excourse10,48.0
630205,excourse31,48.0
630205,excourse42,48.0
630205,excourse70,48.0
630205,excourse71,48.0
630205,excourse72,60.0
630205,excourse73,60.0
630369,GPXX04V3EN,42.0
630369,excourse43,48.0
630369,excourse44,48.0
631042,RP0105EN,78.0
631042,DE0205EN,48.0
631042,TMP0105EN,75.0
631042,BD0212EN,75.0
631042,SC0103EN,75.0
631042,GPXX0BUBEN,45.0
631042,DJ0101EN,42.0
631042,DB0151EN,69.0
631042,GPXX0M6UEN,69.0
631042,GPXX097UEN,69.0
631042,BD0221EN,45.0
631042,GPXX0TY1EN,45.0
631042,GPXX0G31EN,48.0
631042,excourse02,42.0
631042,excourse03,69.0
631042,excourse04,51.0
631042,excourse05,69.0
631042,excourse06,51.0
631042,excourse10,69.0
631042,excourse31,72.0
631042,excourse42,69.0
631042,excourse69,45.0
631042,excourse70,69.0
631042,excourse71,69.0
631042,excourse72,75.0
631042,excourse73,75.0
631042,excourse75,45.0
631065,GPXX06RFEN,48.0
631065,CC0271EN,51.0
631065,DE0205EN,66.0
631065,TMP0105EN,126.0
631065,DB0113EN,48.0
631065,RP0103,54.0
631065,RP0103EN,54.0
631065,GPXX0IBEN,60.0
631065,GPXX0BUBEN,51.0
631065,TA0106EN,72.0
631065,GPXX01RYEN,48.0
631065,GPXX0Q8AEN,42.0
631065,GPXX0XFQEN,48.0
631065,GPXX07REN,48.0
631065,GPXX0725EN,48.0
631065,GPXX0MIIEN,48.0
631065,GPXX06ZLEN,48.0
631065,GPXX0LLEEN,51.0
631065,GPXX0NHZEN,48.0
631065,DJ0101EN,81.0
631065,DB0111EN,48.0
631065,DB0115EN,48.0
631065,DB0151EN,93.0
631065,GPXX0PG8EN,54.0
631065,GPXX0M6UEN,93.0
631065,GPXX097UEN,93.0
631065,GPXX0TY1EN,84.0
631065,GPXX0T3CEN,51.0
631065,DB0101EN,48.0
631065,GPXX0G31EN,66.0
631065,GPXX0KY1EN,54.0
631065,GPXX0RQLEN,48.0
631065,excourse01,48.0
631065,excourse02,81.0
631065,excourse03,93.0
631065,excourse04,69.0
631065,excourse05,93.0
631065,excourse06,69.0
631065,excourse07,48.0
631065,excourse10,93.0
631065,excourse11,48.0
631065,excourse12,57.0
631065,excourse13,48.0
631065,excourse14,48.0
631065,excourse20,42.0
631065,excourse23,42.0
631065,excourse31,96.0
631065,excourse36,42.0
631065,excourse38,42.0
631065,excourse42,93.0
631065,excourse65,54.0
631065,excourse67,45.0
631065,excourse68,45.0
631065,excourse69,51.0
631065,excourse70,93.0
631065,excourse71,93.0
631065,excourse72,126.0
631065,excourse73,126.0
631065,excourse74,45.0
631065,excourse75,63.0
631065,excourse76,45.0
632399,RP0105EN,60.0
632399,BD0145EN,51.0
632399,TMP0105EN,57.0
632399,SC0103EN,57.0
632399,BD0143EN,51.0
632399,DB0151EN,51.0
632399,GPXX0M6UEN,51.0
632399,GPXX097UEN,51.0
632399,excourse03,51.0
632399,excourse05,51.0
632399,excourse10,51.0
632399,excourse31,51.0
632399,excourse42,51.0
632399,excourse70,51.0
632399,excourse71,51.0
632399,excourse72,57.0
632399,excourse73,57.0
632484,RP0105EN,45.0
632484,GPXX0TY1EN,42.0
632484,excourse31,42.0
632607,BD0145EN,63.0
632607,TMP0105EN,81.0
632607,GPXX0BUBEN,42.0
632607,BD0143EN,63.0
632607,TA0106EN,51.0
632607,BD0121EN,63.0
632607,DJ0101EN,48.0
632607,DB0151EN,63.0
632607,GPXX0M6UEN,63.0
632607,GPXX097UEN,63.0
632607,GPXX0TY1EN,48.0
632607,excourse02,48.0
632607,excourse03,63.0
632607,excourse05,63.0
632607,excourse10,63.0
632607,excourse31,63.0
632607,excourse42,63.0
632607,excourse69,42.0
632607,excourse70,63.0
632607,excourse71,63.0
632607,excourse72,81.0
632607,excourse73,81.0
633334,RP0105EN,48.0
633334,TMP0105EN,45.0
633334,BD0212EN,45.0
633334,GPXX0TY1EN,42.0
633334,excourse72,45.0
633334,excourse73,45.0
634079,HCC104EN,42.0
634079,SECM03EN,42.0
634079,SW0201EN,48.0
634079,SW0101EN,48.0
634079,GPXX04V3EN,45.0
634079,excourse43,54.0
634079,excourse44,54.0
634231,BD0145EN,69.0
634231,TMP0105EN,84.0
634231,BD0143EN,69.0
634231,TA0106EN,48.0
634231,BD0133EN,42.0
634231,DJ0101EN,48.0
634231,DB0151EN,69.0
634231,GPXX0M6UEN,69.0
634231,GPXX097UEN,69.0
634231,GPXX0TY1EN,48.0
634231,excourse02,48.0
634231,excourse03,69.0
634231,excourse04,42.0
634231,excourse05,69.0
634231,excourse06,42.0
634231,excourse10,69.0
634231,excourse31,69.0
634231,excourse42,69.0
634231,excourse70,69.0
634231,excourse71,69.0
634231,excourse72,84.0
634231,excourse73,84.0
634231,excourse75,42.0
634397,ML0122EN,45.0
634397,GPXX0IBEN,45.0
634397,excourse21,45.0
634397,excourse22,45.0
634462,RP0105EN,78.0
634462,BD0145EN,63.0
634462,DE0205EN,45.0
634462,TMP0105EN,69.0
634462,RP0103EN,45.0
634462,BD0212EN,69.0
634462,SC0103EN,69.0
634462,TA0106EN,48.0
634462,BD0135EN,45.0
634462,DJ0101EN,42.0
634462,GPXX0M6UEN,63.0
634462,GPXX097UEN,63.0
634462,GPXX0TY1EN,42.0
634462,GPXX0G31EN,45.0
634462,excourse02,42.0
634462,excourse03,63.0
634462,excourse04,48.0
634462,excourse05,63.0
634462,excourse06,48.0
634462,excourse10,63.0
634462,excourse31,63.0
634462,excourse42,63.0
634462,excourse70,63.0
634462,excourse71,63.0
634462,excourse72,69.0
634462,excourse73,69.0
634471,BD0145EN,63.0
634471,TMP0105EN,84.0
634471,SC0103EN,84.0
634471,GPXX0BUBEN,42.0
634471,BD0143EN,63.0
634471,BD0121EN,63.0
634471,DJ0101EN,51.0
634471,GPXX0M6UEN,63.0
634471,GPXX097UEN,63.0
634471,BD0221EN,42.0
634471,GPXX0TY1EN,51.0
634471,excourse02,51.0
634471,excourse03,63.0
634471,excourse05,63.0
634471,excourse10,63.0
634471,excourse31,63.0
634471,excourse42,63.0
634471,excourse69,42.0
634471,excourse70,63.0
634471,excourse71,63.0
634471,excourse72,84.0
634471,excourse73,84.0
634975,RP0105EN,66.0
634975,BD0145EN,42.0
634975,TMP0105EN,57.0
634975,BD0212EN,57.0
634975,SC0103EN,57.0
634975,BD0121EN,42.0
634975,BD0131EN,42.0
634975,DB0151EN,42.0
634975,GPXX0M6UEN,42.0
634975,GPXX097UEN,42.0
634975,GPXX0TY1EN,45.0
634975,excourse03,42.0
634975,excourse05,42.0
634975,excourse10,42.0
634975,excourse31,48.0
634975,excourse42,42.0
634975,excourse70,42.0
634975,excourse71,42.0
634975,excourse72,57.0
634975,excourse73,57.0
635747,RP0105EN,54.0
635747,TMP0105EN,54.0
635747,BD0212EN,54.0
635747,SC0103EN,54.0
635747,BD0121EN,51.0
635747,DB0151EN,51.0
635747,GPXX0M6UEN,51.0
635747,GPXX097UEN,51.0
635747,excourse03,51.0
635747,excourse05,51.0
635747,excourse10,51.0
635747,excourse31,51.0
635747,excourse42,51.0
635747,excourse70,51.0
635747,excourse71,51.0
635747,excourse72,54.0
635747,excourse73,54.0
635946,TMP0105EN,51.0
635946,SC0103EN,51.0
635946,excourse72,51.0
635946,excourse73,51.0
635947,ML0122EN,45.0
635947,BD0145EN,63.0
635947,PA0103EN,42.0
635947,TMP0105EN,81.0
635947,PA0107EN,42.0
635947,GPXX0IBEN,60.0
635947,SC0103EN,81.0
635947,GPXX0BUBEN,54.0
635947,BD0143EN,63.0
635947,ML0122ENv1,42.0
635947,BD0151EN,42.0
635947,GPXX01DCEN,42.0
635947,GPXX0ZMZEN,42.0
635947,BD0131EN,63.0
635947,DJ0101EN,48.0
635947,DB0151EN,63.0
635947,GPXX0KHHEN,42.0
635947,GPXX04P5EN,42.0
635947,ML0101EN,45.0
635947,GPXX0M6UEN,63.0
635947,GPXX097UEN,63.0
635947,GPXX0TY1EN,51.0
635947,excourse02,48.0
635947,excourse03,63.0
635947,excourse04,51.0
635947,excourse05,63.0
635947,excourse06,51.0
635947,excourse10,63.0
635947,excourse21,45.0
635947,excourse22,45.0
635947,excourse31,66.0
635947,excourse42,63.0
635947,excourse69,54.0
635947,excourse70,63.0
635947,excourse71,63.0
635947,excourse72,81.0
635947,excourse73,81.0
636717,RP0105EN,48.0
636717,BD0145EN,42.0
636717,TMP0105EN,48.0
636717,SC0103EN,48.0
636717,BD0143EN,42.0
636717,BD0121EN,42.0
636717,DB0151EN,42.0
636717,GPXX0M6UEN,42.0
636717,GPXX097UEN,42.0
636717,excourse03,42.0
636717,excourse05,42.0
636717,excourse10,42.0
636717,excourse31,42.0
636717,excourse42,42.0
636717,excourse70,42.0
636717,excourse71,42.0
636717,excourse72,48.0
636717,excourse73,48.0
636779,ML0122EN,54.0
636779,GPXX06RFEN,45.0
636779,CC0271EN,48.0
636779,DE0205EN,57.0
636779,PA0103EN,48.0
636779,PA0107EN,48.0
636779,DB0113EN,45.0
636779,RP0103EN,54.0
636779,GPXX0IBEN,78.0
636779,GPXX0BUBEN,72.0
636779,TMP0101EN,54.0
636779,BD0143EN,93.0
636779,ML0122ENv1,48.0
636779,BD0151EN,48.0
636779,GPXX01DCEN,48.0
636779,GPXX0ZMZEN,48.0
636779,GPXX01RYEN,45.0
636779,GPXX0XFQEN,45.0
636779,GPXX07REN,45.0
636779,GPXX0725EN,45.0
636779,GPXX0MIIEN,45.0
636779,GPXX06ZLEN,45.0
636779,GPXX0LLEEN,48.0
636779,BD0121EN,93.0
636779,GPXX0D14EN,42.0
636779,GPXX0NHZEN,45.0
636779,DJ0101EN,75.0
636779,DB0111EN,45.0
636779,DB0115EN,45.0
636779,GPXX0KHHEN,48.0
636779,GPXX04P5EN,48.0
636779,GPXX0PG8EN,54.0
636779,GPXX0M6UEN,93.0
636779,GPXX097UEN,93.0
636779,DS0301EN,45.0
636779,GPXX0TY1EN,78.0
636779,GPXX0T3CEN,48.0
636779,BD0123EN,57.0
636779,DB0101EN,45.0
636779,GPXX0G31EN,57.0
636779,GPXX0KY1EN,54.0
636779,GPXX0RQLEN,45.0
636779,excourse01,45.0
636779,excourse02,75.0
636779,excourse03,93.0
636779,excourse04,69.0
636779,excourse05,93.0
636779,excourse06,69.0
636779,excourse07,45.0
636779,excourse10,93.0
636779,excourse11,45.0
636779,excourse12,51.0
636779,excourse13,45.0
636779,excourse14,45.0
636779,excourse21,54.0
636779,excourse22,54.0
636779,excourse31,96.0
636779,excourse35,54.0
636779,excourse40,54.0
636779,excourse42,93.0
636779,excourse54,54.0
636779,excourse65,54.0
636779,excourse67,48.0
636779,excourse68,48.0
636779,excourse69,72.0
636779,excourse70,93.0
636779,excourse71,93.0
636779,excourse72,123.0
636779,excourse73,123.0
636779,excourse74,48.0
636779,excourse75,60.0
636779,excourse76,48.0
637284,ML0122EN,51.0
637284,PA0103EN,45.0
637284,PA0107EN,45.0
637284,GPXX0IBEN,54.0
637284,ML0122ENv1,45.0
637284,BD0151EN,45.0
637284,GPXX01DCEN,45.0
637284,GPXX0ZMZEN,45.0
637284,GPXX0KHHEN,45.0
637284,GPXX04P5EN,45.0
637284,excourse21,51.0
637284,excourse22,51.0
637400,RP0105EN,45.0
637533,RP0105EN,42.0
637533,TMP0105EN,42.0
637533,SC0103EN,42.0
637533,excourse72,42.0
637533,excourse73,42.0
638436,RP0105EN,51.0
638436,TMP0105EN,48.0
638436,BD0212EN,48.0
638436,SC0103EN,48.0
638436,TA0106EN,45.0
638436,GPXX0TY1EN,42.0
638436,excourse31,51.0
638436,excourse72,48.0
638436,excourse73,48.0
638984,RP0105EN,54.0
638984,TMP0105EN,48.0
638984,BD0212EN,48.0
638984,SC0103EN,48.0
638984,excourse04,42.0
638984,excourse06,42.0
638984,excourse31,42.0
638984,excourse72,48.0
638984,excourse73,48.0
639373,ML0122EN,71.0
639373,RP0105EN,45.0
639373,CC0271EN,41.0
639373,DS0201EN,47.0
639373,CC0210EN,41.0
639373,PA0103EN,56.0
639373,TMP0105EN,42.0
639373,PA0107EN,56.0
639373,BD0212EN,42.0
639373,GPXX0IBEN,68.0
639373,SECM03EN,41.0
639373,SC0103EN,42.0
639373,SW0201EN,76.0
639373,GPXX0BUBEN,50.0
639373,SW0101EN,76.0
639373,TMP0101EN,47.0
639373,ML0122ENv1,56.0
639373,BD0151EN,56.0
639373,GPXX01DCEN,56.0
639373,GPXX0ZMZEN,56.0
639373,GPXX0YMEEN,50.0
639373,PA0101EN,56.0
639373,GPXX0LLEEN,41.0
639373,GPXX04V3EN,56.0
639373,GPXX0D14EN,65.0
639373,GPXX0KHHEN,56.0
639373,GPXX04P5EN,56.0
639373,BD0221EN,50.0
639373,GPXX0TY1EN,53.0
639373,GPXX0T3CEN,41.0
639373,CC0150EN,41.0
639373,excourse21,71.0
639373,excourse22,71.0
639373,excourse31,56.0
639373,excourse35,47.0
639373,excourse40,47.0
639373,excourse43,53.0
639373,excourse44,53.0
639373,excourse49,50.0
639373,excourse54,47.0
639373,excourse69,50.0
639373,excourse72,42.0
639373,excourse73,42.0
639698,RP0105EN,93.0
639698,CC0271EN,42.0
639698,BD0145EN,75.0
639698,DE0205EN,42.0
639698,TMP0105EN,90.0
639698,RP0103,42.0
639698,RP0103EN,42.0
639698,TA0106EN,45.0
639698,BD0223EN,51.0
639698,GPXX0LLEEN,42.0
639698,BD0135EN,42.0
639698,BD0137EN,42.0
639698,DJ0101EN,54.0
639698,GPXX0M6UEN,75.0
639698,GPXX097UEN,75.0
639698,GPXX0TY1EN,57.0
639698,GPXX0T3CEN,42.0
639698,BD0123EN,42.0
639698,GPXX0G31EN,42.0
639698,excourse02,54.0
639698,excourse03,75.0
639698,excourse04,45.0
639698,excourse05,75.0
639698,excourse06,45.0
639698,excourse10,75.0
639698,excourse31,78.0
639698,excourse42,75.0
639698,excourse70,75.0
639698,excourse71,75.0
639698,excourse72,90.0
639698,excourse73,90.0
639831,ML0122EN,45.0
639831,RP0105EN,78.0
639831,TMP0105EN,72.0
639831,BD0212EN,72.0
639831,GPXX0IBEN,60.0
639831,GPXX0BUBEN,42.0
639831,TMP0101EN,42.0
639831,BD0143EN,48.0
639831,BD0223EN,48.0
639831,BD0121EN,48.0
639831,BD0131EN,48.0
639831,DJ0101EN,48.0
639831,DB0151EN,48.0
639831,GPXX0PG8EN,42.0
639831,ML0101EN,45.0
639831,GPXX0M6UEN,48.0
639831,GPXX097UEN,48.0
639831,BD0221EN,42.0
639831,GPXX0TY1EN,51.0
639831,GPXX0KY1EN,42.0
639831,excourse02,48.0
639831,excourse03,48.0
639831,excourse04,42.0
639831,excourse05,48.0
639831,excourse06,42.0
639831,excourse10,48.0
639831,excourse21,45.0
639831,excourse22,45.0
639831,excourse31,51.0
639831,excourse35,42.0
639831,excourse40,42.0
639831,excourse42,48.0
639831,excourse54,42.0
639831,excourse65,42.0
639831,excourse69,42.0
639831,excourse70,48.0
639831,excourse71,48.0
639831,excourse72,72.0
639831,excourse73,72.0
639901,RP0105EN,78.0
639901,TMP0105EN,75.0
639901,BD0212EN,75.0
639901,TA0106EN,48.0
639901,BD0223EN,42.0
639901,BD0121EN,63.0
639901,DB0151EN,63.0
639901,GPXX0M6UEN,63.0
639901,GPXX097UEN,63.0
639901,GPXX0TY1EN,45.0
639901,excourse02,45.0
639901,excourse03,63.0
639901,excourse04,48.0
639901,excourse05,63.0
639901,excourse06,48.0
639901,excourse10,63.0
639901,excourse31,63.0
639901,excourse42,63.0
639901,excourse70,63.0
639901,excourse71,63.0
639901,excourse72,75.0
639901,excourse73,75.0
640330,RP0105EN,60.0
640330,TMP0105EN,60.0
640330,SC0103EN,60.0
640330,BD0143EN,54.0
640330,DB0151EN,54.0
640330,GPXX0M6UEN,54.0
640330,GPXX097UEN,54.0
640330,excourse03,54.0
640330,excourse05,54.0
640330,excourse10,54.0
640330,excourse31,54.0
640330,excourse42,54.0
640330,excourse70,54.0
640330,excourse71,54.0
640330,excourse72,60.0
640330,excourse73,60.0
640751,RP0105EN,69.0
640751,TMP0105EN,69.0
640751,SC0103EN,69.0
640751,GPXX0BUBEN,48.0
640751,BD0141EN,60.0
640751,BD0121EN,60.0
640751,BD0115EN,60.0
640751,DB0151EN,60.0
640751,GPXX0M6UEN,60.0
640751,GPXX097UEN,60.0
640751,excourse03,60.0
640751,excourse05,60.0
640751,excourse10,60.0
640751,excourse31,60.0
640751,excourse42,60.0
640751,excourse69,48.0
640751,excourse70,60.0
640751,excourse71,60.0
640751,excourse72,69.0
640751,excourse73,69.0
640933,RP0105EN,54.0
640933,BD0145EN,51.0
640933,TMP0105EN,54.0
640933,BD0212EN,54.0
640933,SC0103EN,54.0
640933,BD0143EN,51.0
640933,BD0101EN,51.0
640933,GPXX0M6UEN,51.0
640933,GPXX097UEN,51.0
640933,excourse03,51.0
640933,excourse05,51.0
640933,excourse10,51.0
640933,excourse31,51.0
640933,excourse42,51.0
640933,excourse70,51.0
640933,excourse71,51.0
640933,excourse72,54.0
640933,excourse73,54.0
641037,BD0145EN,60.0
641037,TMP0105EN,72.0
641037,BD0143EN,60.0
641037,BD0223EN,42.0
641037,DJ0101EN,42.0
641037,DB0151EN,60.0
641037,GPXX0M6UEN,60.0
641037,GPXX097UEN,60.0
641037,GPXX0TY1EN,42.0
641037,excourse02,42.0
641037,excourse03,60.0
641037,excourse05,60.0
641037,excourse10,60.0
641037,excourse31,60.0
641037,excourse42,60.0
641037,excourse70,60.0
641037,excourse71,60.0
641037,excourse72,72.0
641037,excourse73,72.0
641057,RP0105EN,60.0
641057,BD0145EN,54.0
641057,TMP0105EN,60.0
641057,SC0103EN,60.0
641057,BD0131EN,54.0
641057,DB0151EN,54.0
641057,GPXX0M6UEN,54.0
641057,GPXX097UEN,54.0
641057,excourse03,54.0
641057,excourse05,54.0
641057,excourse10,54.0
641057,excourse31,54.0
641057,excourse42,54.0
641057,excourse70,54.0
641057,excourse71,54.0
641057,excourse72,60.0
641057,excourse73,60.0
641270,RP0105EN,63.0
641270,BD0145EN,48.0
641270,TMP0105EN,57.0
641270,BD0212EN,57.0
641270,SC0103EN,57.0
641270,BD0143EN,48.0
641270,DB0151EN,48.0
641270,GPXX0M6UEN,48.0
641270,GPXX097UEN,48.0
641270,excourse03,48.0
641270,excourse04,42.0
641270,excourse05,48.0
641270,excourse06,42.0
641270,excourse10,48.0
641270,excourse31,48.0
641270,excourse42,48.0
641270,excourse70,48.0
641270,excourse71,48.0
641270,excourse72,57.0
641270,excourse73,57.0
641728,RP0105EN,42.0
641838,BD0145EN,45.0
641838,TMP0105EN,54.0
641838,SC0103EN,54.0
641838,BD0143EN,45.0
641838,BD0141EN,45.0
641838,BD0131EN,45.0
641838,DB0151EN,45.0
641838,GPXX0M6UEN,45.0
641838,GPXX097UEN,45.0
641838,excourse03,45.0
641838,excourse05,45.0
641838,excourse10,45.0
641838,excourse31,45.0
641838,excourse42,45.0
641838,excourse70,45.0
641838,excourse71,45.0
641838,excourse72,54.0
641838,excourse73,54.0
641938,RP0105EN,42.0
642860,RP0105EN,51.0
642860,BD0145EN,45.0
642860,TMP0105EN,51.0
642860,SC0103EN,51.0
642860,BD0143EN,45.0
642860,BD0141EN,45.0
642860,DB0151EN,45.0
642860,GPXX0M6UEN,45.0
642860,GPXX097UEN,45.0
642860,excourse03,45.0
642860,excourse05,45.0
642860,excourse10,45.0
642860,excourse31,54.0
642860,excourse42,45.0
642860,excourse70,45.0
642860,excourse71,45.0
642860,excourse72,51.0
642860,excourse73,51.0
643753,ML0122EN,48.0
643753,RP0105EN,72.0
643753,PA0103EN,42.0
643753,TMP0105EN,66.0
643753,PA0107EN,42.0
643753,BD0212EN,66.0
643753,GPXX0IBEN,63.0
643753,SC0103EN,66.0
643753,GPXX0BUBEN,45.0
643753,TMP0101EN,48.0
643753,BD0143EN,45.0
643753,BD0141EN,45.0
643753,ML0122ENv1,42.0
643753,BD0151EN,42.0
643753,GPXX01DCEN,42.0
643753,GPXX0ZMZEN,42.0
643753,BD0121EN,45.0
643753,BD0131EN,45.0
643753,BD0115EN,45.0
643753,GPXX0D14EN,42.0
643753,DJ0101EN,48.0
643753,GPXX0KHHEN,42.0
643753,GPXX04P5EN,42.0
643753,GPXX0M6UEN,45.0
643753,GPXX097UEN,45.0
643753,BD0221EN,45.0
643753,GPXX0TY1EN,51.0
643753,excourse02,48.0
643753,excourse03,45.0
643753,excourse04,42.0
643753,excourse05,45.0
643753,excourse06,42.0
643753,excourse10,45.0
643753,excourse21,48.0
643753,excourse22,48.0
643753,excourse31,48.0
643753,excourse35,48.0
643753,excourse40,48.0
643753,excourse42,45.0
643753,excourse54,48.0
643753,excourse69,45.0
643753,excourse70,45.0
643753,excourse71,45.0
643753,excourse72,66.0
643753,excourse73,66.0
643944,BD0145EN,54.0
643944,TMP0105EN,66.0
643944,SC0103EN,66.0
643944,BD0143EN,54.0
643944,TA0106EN,48.0
643944,BD0121EN,54.0
643944,DB0151EN,54.0
643944,GPXX0M6UEN,54.0
643944,GPXX097UEN,54.0
643944,excourse03,54.0
643944,excourse05,54.0
643944,excourse10,54.0
643944,excourse31,54.0
643944,excourse42,54.0
643944,excourse70,54.0
643944,excourse71,54.0
643944,excourse72,66.0
643944,excourse73,66.0
644065,ML0122EN,42.0
644065,GPXX0IBEN,45.0
644065,ML0101EN,42.0
644065,excourse21,42.0
644065,excourse22,42.0
644171,TMP0105EN,42.0
644171,BD0212EN,42.0
644171,SC0103EN,42.0
644171,excourse72,42.0
644171,excourse73,42.0
644188,RP0105EN,99.0
644188,GPXX06RFEN,45.0
644188,CC0271EN,45.0
644188,DE0205EN,54.0
644188,TMP0105EN,99.0
644188,DB0113EN,45.0
644188,RP0103,45.0
644188,RP0103EN,45.0
644188,GPXX0BUBEN,51.0
644188,GPXX01RYEN,45.0
644188,GPXX0XFQEN,45.0
644188,GPXX07REN,45.0
644188,GPXX0725EN,45.0
644188,GPXX0MIIEN,45.0
644188,GPXX06ZLEN,45.0
644188,GPXX0LLEEN,45.0
644188,BD0135EN,54.0
644188,BD0133EN,51.0
644188,GPXX0NHZEN,45.0
644188,DJ0101EN,57.0
644188,DB0111EN,45.0
644188,DB0115EN,45.0
644188,DB0151EN,87.0
644188,GPXX0M6UEN,87.0
644188,GPXX097UEN,87.0
644188,GPXX0TY1EN,57.0
644188,GPXX0T3CEN,45.0
644188,GPXX0G31EN,54.0
644188,GPXX0RQLEN,45.0
644188,excourse01,45.0
644188,excourse02,57.0
644188,excourse03,87.0
644188,excourse04,51.0
644188,excourse05,87.0
644188,excourse06,51.0
644188,excourse07,45.0
644188,excourse10,87.0
644188,excourse11,45.0
644188,excourse12,45.0
644188,excourse13,45.0
644188,excourse14,45.0
644188,excourse31,87.0
644188,excourse42,87.0
644188,excourse67,42.0
644188,excourse68,42.0
644188,excourse69,51.0
644188,excourse70,87.0
644188,excourse71,87.0
644188,excourse72,99.0
644188,excourse73,99.0
644188,excourse74,42.0
644188,excourse75,51.0
644188,excourse76,42.0
644270,ML0122EN,54.0
644270,BD0145EN,48.0
644270,PA0103EN,42.0
644270,TMP0105EN,60.0
